index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category,TasterName,TastingDate,Country,Price,QuantitySold,ProduceDate,Sequence Tasting
182,7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5,red,Bob,2/6/2021,USA,87.33,83,6/8/2004,32
193,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,red,Bob,3/17/2021,Australia,33.56,93,6/27/2002,33
200,9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,red,Bob,11/8/2020,Argentina,95.38,88,8/24/2006,34
215,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5,red,Bob,10/10/2020,Italy,59.05,2,12/10/2009,35
217,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,red,Bob,9/26/2021,France,85.28,2,8/27/2013,36
219,7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,red,Bob,7/19/2022,Italy,49.06,22,11/24/2016,37
222,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,red,Bob,5/25/2020,Italy,11.68,57,5/7/2003,38
224,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,red,Bob,10/9/2021,France,43.55,70,4/1/2017,39
225,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,red,Bob,12/26/2020,Australia,86.14,21,4/8/2001,40
227,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,red,Bob,9/24/2021,Argentina,40.19,44,9/7/2011,41
228,7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,red,Bob,3/27/2020,USA,98.84,24,10/9/2011,42
236,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,red,Bob,8/20/2022,Argentina,32.45,14,1/20/2018,43
239,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,red,Bob,12/24/2021,Australia,89.96,4,4/28/2001,44
242,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,red,Bob,7/28/2022,Spain,11.87,45,8/26/2014,45
246,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,red,Bob,6/2/2022,France,70.91,72,7/6/2000,46
250,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,red,Bob,12/1/2020,USA,10.04,52,9/30/2013,47
254,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,red,Bob,6/10/2021,Argentina,75.32,67,2/1/2014,48
265,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,red,Bob,7/10/2020,Argentina,10.9,87,7/15/2003,49
270,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,red,Bob,2/14/2021,Argentina,87.51,79,5/19/2012,50
271,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,red,Bob,6/12/2022,Australia,16,8,11/16/2006,51
303,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,red,Bob,12/24/2020,Argentina,37.7,41,3/10/2004,52
306,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,red,Bob,2/5/2021,Spain,58.92,21,2/8/2018,53
312,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,red,Bob,3/12/2022,Argentina,48.18,72,2/15/2008,54
317,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,red,Bob,9/4/2021,Argentina,57.44,63,11/4/2003,55
320,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,red,Bob,6/28/2021,Argentina,86.79,37,6/20/2013,56
330,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,red,Bob,6/25/2020,USA,60.45,20,6/20/2004,57
341,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,red,Bob,10/1/2022,Argentina,87.82,52,11/13/2006,58
349,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,red,Bob,7/24/2021,Australia,99.41,80,10/22/2003,59
359,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,red,Bob,5/21/2021,Australia,18.99,84,1/13/2010,60
371,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,red,Bob,3/20/2022,France,48.23,37,5/31/2004,61
375,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,red,Bob,12/21/2022,Spain,47.61,21,1/3/2010,62
379,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,red,Bob,4/23/2021,Australia,88.14,67,11/3/2000,63
382,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red,Bob,7/7/2020,France,14.12,45,5/27/2013,64
389,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,red,Bob,3/13/2021,Argentina,70.17,19,6/4/2008,65
400,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,red,Bob,1/22/2020,Argentina,82.07,79,1/28/2018,66
402,12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,red,Bob,5/6/2020,Australia,96.51,60,9/22/2011,67
405,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,red,Bob,11/24/2022,USA,52.66,82,12/14/2005,68
415,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,red,Bob,1/29/2022,Australia,50.78,35,9/14/2007,69
419,6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,red,Bob,9/4/2021,Italy,86.88,70,11/29/2009,70
425,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,red,Bob,7/21/2020,Spain,82.53,25,9/19/2011,71
426,6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,red,Bob,2/10/2021,Argentina,15.86,60,3/25/2006,72
427,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,red,Bob,10/8/2020,Australia,90.08,74,11/1/2007,73
431,7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,red,Bob,3/26/2021,USA,89.76,31,12/29/2014,74
434,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,red,Bob,7/27/2022,Argentina,33.13,1,1/8/2001,75
439,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,red,Bob,4/6/2020,Argentina,29.06,24,3/17/2010,76
445,9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,red,Bob,6/23/2021,France,46.31,40,2/2/2011,77
446,12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,red,Bob,10/4/2022,Italy,66.94,83,12/2/2000,78
447,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,red,Bob,11/11/2022,Spain,45.5,1,12/17/2009,79
450,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,red,Bob,5/15/2021,Argentina,67.22,41,6/19/2017,80
453,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,red,Bob,7/24/2021,Argentina,42.4,11,4/15/2010,81
464,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,red,Bob,12/20/2022,Italy,68.16,62,11/12/2017,82
468,11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,red,Bob,8/7/2020,USA,68.1,27,5/2/2007,83
485,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,red,Bob,9/2/2022,France,28.55,97,3/29/2002,84
488,11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,red,Bob,12/23/2022,Argentina,46.02,29,1/12/2016,85
492,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,red,Bob,6/12/2020,Australia,72.13,63,7/5/2013,86
505,10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,red,Bob,5/22/2021,USA,42.1,24,10/8/2015,87
516,12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,red,Bob,11/4/2022,France,29.5,100,2/23/2015,88
525,10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,red,Bob,12/15/2020,Argentina,32.28,3,2/4/2003,89
526,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,red,Bob,6/25/2021,France,58.25,57,5/22/2017,90
532,11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,red,Bob,3/26/2020,Argentina,16.5,36,8/27/2006,91
536,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,red,Bob,3/19/2021,Australia,34.69,5,9/17/2009,92
542,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,red,Bob,1/5/2020,Australia,71.33,73,3/18/2000,93
549,9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,red,Bob,12/16/2022,Argentina,66.75,67,1/4/2011,94
550,6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,red,Bob,6/13/2022,Italy,75.11,37,12/28/2005,95
554,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,red,Bob,6/17/2021,Argentina,12.04,23,8/8/2016,96
572,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,red,Bob,9/14/2022,Italy,52.62,9,2/17/2003,97
573,10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,red,Bob,8/3/2022,France,42.65,1,12/16/2015,98
583,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,red,Bob,7/28/2022,France,37.15,26,8/8/2006,99
585,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,red,Bob,7/27/2020,Italy,53.03,8,11/7/2003,100
598,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,red,Bob,5/1/2020,Australia,90.87,100,5/6/2015,101
600,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,red,Bob,8/10/2021,Italy,23.99,90,8/4/2004,102
604,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,red,Bob,7/10/2022,Australia,41.56,22,5/26/2008,103
606,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,red,Bob,2/7/2020,France,70.86,50,6/8/2002,104
608,10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,red,Bob,1/22/2021,Australia,17.87,34,11/25/2004,105
626,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,red,Bob,6/25/2022,Italy,66.57,9,9/19/2016,106
627,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,red,Bob,9/7/2021,USA,22.69,6,11/29/2018,107
630,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,red,Bob,11/2/2020,Italy,34.47,12,7/22/2003,108
639,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,red,Bob,3/7/2022,USA,41.03,64,7/30/2017,109
648,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,red,Bob,1/30/2021,Spain,19.07,89,12/2/2004,110
662,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,red,Bob,7/24/2020,Argentina,63.73,50,12/22/2002,111
663,10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,red,Bob,1/6/2022,Italy,11.53,58,2/27/2012,112
665,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,red,Bob,11/13/2021,Australia,84.47,27,6/5/2007,113
680,13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,red,Bob,7/11/2022,France,98.19,38,6/19/2015,114
682,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,red,Bob,9/7/2020,Australia,56.62,29,7/18/2017,115
683,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,red,Bob,8/4/2021,USA,38.56,94,8/15/2003,116
685,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,red,Bob,3/12/2022,Spain,92.8,36,9/4/2000,117
691,9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,red,Bob,7/17/2022,Spain,38.37,8,2/26/2016,118
695,5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,red,Bob,9/8/2021,Italy,71.97,11,6/15/2011,119
702,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,red,Bob,2/23/2021,Spain,85.32,24,5/8/2012,120
709,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,red,Bob,2/27/2020,Italy,61.39,25,9/23/2000,121
716,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,red,Bob,8/28/2021,Spain,78.22,88,4/21/2002,122
727,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,red,Bob,11/6/2020,USA,32.42,77,11/4/2000,123
732,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,red,Bob,3/11/2022,Italy,70.75,85,2/7/2013,124
734,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,red,Bob,4/11/2020,France,50.46,96,2/7/2004,125
740,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,red,Bob,9/8/2022,Spain,46.09,12,10/21/2008,126
745,7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,red,Bob,9/21/2020,USA,19.01,33,9/16/2001,127
751,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,red,Bob,10/21/2022,Australia,56.7,71,11/4/2003,128
757,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,red,Bob,9/1/2020,France,83.83,18,2/23/2017,129
761,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,red,Bob,6/18/2022,USA,19.47,17,12/21/2012,130
762,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,red,Bob,6/24/2020,Argentina,20.06,84,4/28/2006,131
767,7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,red,Bob,3/25/2021,Australia,19.29,44,11/1/2017,132
769,7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,red,Bob,5/21/2020,Spain,58.6,26,7/12/2010,133
771,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,red,Bob,12/8/2022,France,32.29,62,1/3/2008,134
780,7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,red,Bob,6/17/2021,Italy,31.71,46,4/29/2016,135
785,9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,red,Bob,12/25/2020,Spain,13.02,54,10/4/2016,136
788,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,red,Bob,3/7/2020,Australia,37.5,70,8/4/2010,137
804,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,red,Bob,11/1/2021,USA,59.32,14,2/9/2006,138
812,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5,red,Bob,10/15/2022,Argentina,75.93,83,8/16/2004,139
817,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,red,Bob,10/29/2021,France,79.02,2,5/20/2006,140
843,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,red,Bob,8/19/2022,France,16.6,63,9/10/2006,141
845,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,red,Bob,1/26/2020,Australia,65.05,91,2/26/2014,142
847,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,red,Bob,5/11/2020,USA,57.47,71,6/16/2013,143
853,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,red,Bob,9/30/2020,Italy,12.63,34,2/12/2012,144
855,7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,red,Bob,8/5/2021,Australia,83.23,33,1/4/2005,145
858,11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,red,Bob,3/23/2020,Italy,19.33,51,9/21/2011,146
865,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,red,Bob,1/5/2020,Argentina,65.83,82,12/9/2013,147
874,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,red,Bob,12/30/2021,France,87.79,99,4/26/2007,148
875,8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,red,Bob,2/25/2022,Italy,79.01,71,9/21/2001,149
878,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,red,Bob,10/2/2022,France,14.39,5,4/14/2013,150
883,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,red,Bob,2/17/2020,Australia,76.15,72,4/6/2003,151
886,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,red,Bob,8/21/2020,Australia,55.31,97,6/13/2005,152
891,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,red,Bob,4/6/2020,USA,40.53,35,12/24/2002,153
896,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,red,Bob,9/26/2022,USA,29.96,60,9/23/2014,154
902,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,red,Bob,10/30/2020,Spain,52.56,59,7/14/2007,155
905,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,red,Bob,4/6/2020,Spain,61,69,12/15/2009,156
907,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,red,Bob,9/14/2022,France,36.67,76,6/16/2010,157
912,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,red,Bob,7/16/2022,Spain,59.97,56,9/15/2003,158
917,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,red,Bob,2/21/2021,USA,43.3,87,12/3/2007,159
923,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,red,Bob,7/6/2020,Argentina,87.53,24,5/11/2014,160
925,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,red,Bob,3/4/2022,Argentina,45.58,16,2/14/2005,161
944,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,red,Bob,9/16/2022,Italy,11.05,21,5/23/2013,162
950,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,red,Bob,11/19/2021,Italy,19.42,46,1/15/2018,163
957,9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,red,Bob,12/23/2020,Argentina,17.79,11,2/13/2015,164
973,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,red,Bob,9/15/2022,France,93.77,58,4/7/2013,165
978,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,red,Bob,8/7/2021,Italy,93.69,43,4/10/2013,166
979,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,red,Bob,8/21/2021,Australia,12.09,93,3/23/2009,167
1007,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,red,Bob,7/24/2020,Spain,96.6,3,12/29/2004,168
1019,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,red,Bob,2/20/2021,Argentina,14.02,30,4/13/2016,169
1031,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,red,Bob,12/10/2020,Australia,51.27,100,6/29/2016,170
1032,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,red,Bob,4/3/2020,Argentina,34.69,32,5/21/2000,171
1034,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,red,Bob,12/29/2022,USA,51.78,64,4/21/2015,172
1047,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,red,Bob,6/15/2020,Italy,36.3,12,8/7/2002,173
1053,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,red,Bob,9/6/2021,Argentina,79.14,84,6/7/2015,174
1054,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,red,Bob,6/20/2021,USA,55.3,6,11/13/2012,175
1055,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,red,Bob,6/7/2020,France,27.76,7,12/25/2014,176
1058,9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,red,Bob,6/20/2022,Italy,84.08,97,7/30/2006,177
1064,8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,red,Bob,9/7/2021,Argentina,45.95,10,4/9/2018,178
1069,8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,red,Bob,9/11/2021,France,82.25,76,7/16/2011,179
1074,7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5,red,Bob,5/15/2020,Spain,12.78,42,1/14/2005,180
1081,7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,7,red,Bob,11/23/2020,Australia,91.73,10,2/27/2013,181
1085,6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,red,Bob,12/17/2022,Spain,55.15,40,6/16/2000,182
1088,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,red,Bob,9/17/2022,Australia,48.9,59,6/28/2011,183
1099,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,red,Bob,2/17/2020,France,73.79,93,12/2/2008,184
1110,8.3,0.53,0,1.4,0.07,6,14,0.99593,3.25,0.64,10,6,red,Bob,3/22/2020,France,23.57,9,10/23/2013,185
1111,5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,red,Bob,6/21/2020,Australia,58.9,57,3/17/2016,186
1115,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,red,Bob,3/26/2022,Argentina,40.56,9,5/25/2004,187
1120,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8,red,Bob,12/28/2021,Argentina,58.92,25,10/26/2014,188
1126,5.8,0.29,0.26,1.7,0.063,3,11,0.9915,3.39,0.54,13.5,6,red,Bob,12/5/2022,Italy,11.39,57,11/20/2008,189
1127,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,6,red,Bob,7/27/2020,USA,37.64,18,11/30/2012,190
1129,10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,6,red,Bob,9/14/2020,USA,85.11,6,1/30/2008,191
1133,7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,red,Bob,4/1/2021,Australia,21.41,5,1/7/2012,192
1137,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,red,Bob,4/6/2021,Argentina,32.42,82,2/23/2002,193
1139,8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,red,Bob,3/18/2021,USA,35.93,30,2/13/2004,194
1141,8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11,6,red,Bob,7/28/2022,USA,70.68,84,10/1/2004,195
1152,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,red,Bob,10/31/2022,Argentina,19.73,12,7/24/2009,196
1153,9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,red,Bob,1/23/2020,Argentina,36.49,8,3/16/2014,197
1168,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,red,Bob,9/24/2020,France,20.54,75,1/27/2001,198
1169,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,red,Bob,7/21/2020,France,20.91,77,4/8/2011,199
1172,9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,red,Bob,8/24/2021,Argentina,57.29,86,11/10/2009,200
1184,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,red,Bob,6/27/2021,Spain,58.1,81,10/20/2018,201
1200,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,red,Bob,5/6/2020,France,54.62,91,4/16/2011,202
1203,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,red,Bob,8/13/2022,USA,76.15,44,8/20/2008,203
1207,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5,red,Bob,9/2/2020,Italy,46.48,59,5/2/2007,204
1212,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,red,Bob,2/2/2020,Italy,23.43,81,8/18/2018,205
1213,9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6,red,Bob,5/25/2020,Italy,17.51,49,7/23/2003,206
1214,10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6,red,Bob,8/29/2022,USA,54.02,6,12/14/2002,207
1218,8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6,red,Bob,7/23/2022,Italy,64.78,82,5/7/2004,208
1220,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,red,Bob,10/29/2022,Australia,53.21,20,8/30/2002,209
1232,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,red,Bob,3/31/2021,Italy,52.88,50,8/27/2008,210
1235,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4,red,Bob,12/8/2022,Italy,81.74,38,3/4/2016,211
1236,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6,red,Bob,6/24/2020,Spain,50.33,23,4/12/2018,212
1249,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,red,Bob,12/27/2021,USA,30.79,80,5/12/2012,213
